episode,score,avg_score,hidden_size,entropy_production
0,-45.77456356748114,-45.77456356748114,32,10.247706503456465
1,-73.92210743697117,-59.848335502226156,32,13.585238658577156
2,-339.6901108025625,-153.12892726900495,32,18.98620208888576
3,-260.8858728800724,-180.0681636717718,32,17.781075692275447
4,-382.47969111803144,-220.55046916102373,32,12.91745842674621
5,-88.58435473061805,-198.55611675595614,32,12.623861632811854
6,-357.8519503976823,-221.31266441905987,32,13.321758247021231
7,-490.32520694984163,-254.9392322354076,32,13.096308601715732
8,-61.030159398499755,-233.39377969797337,32,11.036678403825773
9,-443.78825905354813,-254.43322763353086,32,26.272610331643772
10,-377.2322351222991,-265.59677376887345,32,17.396084694261166
11,-213.611655443159,-261.2646805750639,32,7.027284584475369
12,-453.9550517013222,-276.0870168155453,32,30.712729921307854
13,-291.54679489286957,-277.1912866782113,32,17.332879600464953
14,-478.22314486518127,-290.5934105573426,32,16.494167975408317
15,5.813689705241188,-272.06796679093117,32,14.8198772951431
16,-305.17247823469256,-274.0152909935054,32,23.619373985825344
17,-267.75390839842055,-273.66743640488954,32,20.168112381056968
18,-104.09574919675705,-264.74261076235626,32,16.054561538135225
19,-147.65676880765866,-258.88831866462135,32,27.82366031095605
20,-145.93739977478702,-253.50970347939116,32,25.831622854908748
21,-86.81341026119557,-245.93259924220047,32,14.667415710782372
22,-361.79750886984283,-250.9702040086197,32,24.23993531130083
23,-232.3168037698949,-250.19297899867283,32,15.653746259327704
24,-102.39780904484732,-244.2811722005198,32,14.867994894033536
25,-231.89955771164955,-243.80495625864017,32,16.05446607670679
26,-107.01556910108437,-238.73868266021216,32,13.740024268905572
27,-336.51863879472796,-242.23082395073058,32,38.69595544595671
28,-332.19494626535425,-245.33303506502796,32,30.890682598179275
29,-298.9161161160715,-247.11913776672944,32,42.449190836967674
30,-250.91900802174692,-247.2417142265687,32,20.261742602086983
31,-65.7104647409528,-241.56886268014318,32,14.80614937327571
32,-226.73521586153743,-241.11935823109454,32,28.60581652918471
33,-307.7745873904123,-243.079806147545,32,14.815110863620038
34,-296.71634194103933,-244.61227859878773,32,14.885036629228065
35,-248.06329272267837,-244.7081401022291,32,12.485553194561279
36,-222.42398491118075,-244.10586563760617,32,15.441468142455014
37,-372.8374299007943,-247.49353838137426,32,34.844556895394305
38,-326.97505731847195,-249.53152604642804,32,33.09294838867347
39,-45.29434714591636,-244.42559657391536,32,10.878860389535294
40,-231.39771484900686,-244.10784336111269,32,36.49820546848325
41,-145.8263075894015,-241.76780679511955,32,20.791614703447646
42,-95.2559967384709,-238.36055539845333,32,18.776329086603717
43,-114.93962139554405,-235.5555341711145,32,9.739860397187186
44,-203.67643566712567,-234.84710975991476,32,22.08058862159534
45,-253.90761916180261,-235.2614686599558,32,34.37807798206042
46,-113.8005233709176,-232.67719322827412,32,18.37054365506348
47,-81.29085268784794,-229.5233111336819,32,9.373589125731614
48,-289.1308777527231,-230.7397920850909,32,28.018343599343826
49,-278.3321327897984,-231.69163889918505,32,27.278062587729128
50,-55.50252286533302,-231.886198085142,32,5.592557965064971
51,-90.85607498318015,-232.2248774360662,32,9.169541671966986
52,-302.704148670349,-231.485158193422,32,11.3866751714393
53,-181.78809578221865,-229.90320265146494,32,36.30530424388791
54,13.44927283885896,-221.98462337232704,32,24.312326266303863
55,-150.06710764346275,-223.214278430584,32,15.119685516813265
56,-91.07021009614328,-217.87864362455323,32,13.970976400278369
57,-192.2213050010655,-211.91656558557767,32,13.029145848391456
58,-73.66342607490037,-212.16923091910564,32,12.13292286373902
59,-196.95165998171063,-207.23249893766894,32,19.921527972055717
60,-71.88709920165175,-201.125596219256,32,21.976543024758126
61,-83.75051840509703,-198.52837347849473,32,12.91868501260397
62,-63.67009524268013,-190.7226743493219,32,12.518895108707133
63,-284.8763032638365,-190.58926451674125,32,20.100196358803043
64,-95.07941497338557,-182.9263899189053,32,17.49470942082583
65,-44.60536151854926,-183.93477094338115,32,15.702910738133937
66,-88.06325480976915,-179.5925864748827,32,17.672822876429326
67,-406.51324292432065,-182.36777316540068,32,24.44713652368618
68,-208.86433807016914,-184.4631449428689,32,24.335910921728036
69,-38.25529913571006,-182.27511554942993,32,8.511691477982628
70,-508.5600809840058,-189.52756917361432,32,30.614162869863154
71,-255.2572962685787,-192.89644689376198,32,22.438270778895575
72,-190.3063599840762,-189.4666239160467,32,21.804360820990976
73,-452.5546483470416,-193.8713808075896,32,26.159416821316793
74,-72.49274968640589,-193.27327962042077,32,17.77638565422861
75,-348.8704982845792,-195.61269843187935,32,26.33725818831362
76,-22.317081015107846,-193.91872867015982,32,18.971135780496972
77,-100.16083061468751,-189.19157250655906,32,21.12831134479471
78,-229.91709084288195,-187.1460153981096,32,14.435288227401221
79,-79.02023380609853,-182.74809775191014,32,17.67798495690356
80,-156.34466719046412,-180.8566109352845,32,29.252665625461027
81,-67.9009426198477,-180.90042049286237,32,12.376743896379878
82,-62.66360546918319,-177.6189882850153,32,16.26160951086416
83,-92.43376557679326,-173.31217184874288,32,16.91894428131506
84,-232.65326427244372,-172.030910295371,32,8.395691223415762
85,-103.65920151634863,-169.14282847124434,32,17.662528117003244
86,-194.2031248700938,-168.57841127042263,32,24.02743236843347
87,-208.84001905592677,-165.2984630535253,32,18.766035117853136
88,-205.80064243701943,-162.87497475589626,32,29.02706641322112
89,-59.41550510444956,-163.15739791506692,32,13.177479591890895
90,-150.82153566035396,-161.54587433129387,32,17.58592629611711
91,-133.24593721929378,-161.2942669238917,32,16.8368315274267
92,-85.93355338561969,-161.10781805683465,32,16.896651555931843
93,-101.60406328632116,-160.84110689465024,32,12.553173844218461
94,-93.86524550045046,-158.64488309131673,32,13.710642576546414
95,-131.72058764192377,-156.20114246091916,32,17.436413664413813
96,14.24423614312174,-153.64024727063835,32,9.925689247798315
97,-135.69453197579116,-154.7283208563972,32,17.200501096917318
98,-77.26546380521597,-150.4910125774471,32,6.1384496561183965
99,-57.12921244411906,-146.06695417053348,32,19.5100775404872
100,-67.54794471039828,-146.30786260743477,32,11.206724236155697
101,-142.4941008017173,-147.34062312380556,32,11.746214834244602
102,-262.02187461364906,-146.52697764267154,32,33.40447134406757
103,-312.3354997827472,-149.1379257226821,32,12.245560666874896
104,-286.6478157452561,-155.1398674943644,32,31.155912235534775
105,-84.344268493832,-153.82541071137177,32,11.025964088586658
106,-109.14072622784902,-154.1868210340059,32,32.319125440403134
107,-558.8524244585828,-161.51944342315628,32,43.369953019675336
108,-73.0431800524518,-161.50703850270727,32,18.60434265855602
109,-154.81248633362952,-160.66425502974568,32,14.783586916516345
110,-255.77380149147177,-164.34198907554205,32,7.925461790585193
111,-89.21544095063611,-164.45128752645286,32,15.88386015751738
112,-281.90997005055004,-168.81608502261025,32,26.00894080147683
113,-180.02416409922944,-166.71904223931813,32,7.010706896457248
114,-56.378643784928165,-165.94502681554894,32,19.40310390684144
115,-222.43230149421237,-169.50156561506225,32,21.906370932245107
116,-40.65526349482202,-168.55340578876326,32,14.013498711096918
117,-250.25613469693494,-165.42826362421553,32,23.670104487719573
118,-124.26749286613594,-163.73632672013488,32,9.284867526677115
119,-310.34330546747077,-169.17808684677013,32,34.57760502814929
120,-72.12354983062876,-160.44935622370255,32,21.89936550693582
121,-25.899734802756385,-155.8622049943861,32,7.389614451667871
122,-216.69809521848464,-156.39003969907426,32,25.918453304200096
123,-30.199060545749717,-147.94292794304846,32,14.855898515830624
124,-99.91140150020605,-148.49130097932445,32,14.15356292946484
125,-267.80201496818586,-146.86993131299658,32,17.902857069905483
126,17.743994073999474,-146.06870981121443,32,16.251225715120455
127,-185.69799460423812,-147.77945309100545,32,31.57126802632251
128,-63.644805696025074,-144.45400738806833,32,10.463259879043246
129,-266.9684055392048,-148.21297082273043,32,18.627904120705562
130,-126.56898876648054,-147.61745725425075,32,24.437764875623838
131,-69.20063844171258,-147.64345117068808,32,10.399104467778557
132,-54.14696962154795,-147.47311845373537,32,9.371932601716408
133,-267.7286451209637,-150.9790160446188,32,29.995580116342623
134,-333.6847395478875,-152.99964555012764,32,27.86402663499591
135,-94.13303992299092,-152.80912231826048,32,24.64172053474932
136,-225.66977644609233,-153.43845534978044,32,15.382309206001228
137,-140.4767289619275,-152.07118954790047,32,20.07563131413756
138,-74.63804538899635,-149.44793760694,32,21.392140378136517
139,-121.14354028537967,-150.6824983105586,32,27.908988323709877
140,-205.73402979679378,-151.7807481932874,32,23.076667285070837
141,-205.94024029912202,-153.23463425488399,32,35.87871211380242
142,-171.97564814508456,-154.95547615007328,32,31.48795208038634
143,-135.26712340990835,-155.62873735254502,32,4.28897073445709
144,-239.75441749543947,-158.5465207924448,32,17.687469432952167
145,-35.33248298887612,-156.61875869938385,32,17.689560824067584
146,-325.4839989191271,-163.41332340062883,32,26.404009207231077
147,-107.31374419651907,-162.84570764504338,32,17.108634029979804
148,-150.18122017805496,-164.30402277250016,32,27.40751528600426
149,-291.93659937712664,-169.00017051116032,32,14.653923377305851
150,-7.602582894994953,-167.80126327485223,32,16.548228111088104
151,-127.08732105559857,-167.49312767992987,32,11.63413880333427
152,-85.98812678485052,-163.97245272335388,32,33.117309077754925
153,-42.01742767826822,-158.56609128126433,32,25.770481605226085
154,-266.8748224866474,-158.17063141609214,32,37.808825775276915
155,-130.27447629114005,-159.08923557203832,32,22.121703018000638
156,-193.21850030530527,-160.77079105358743,32,17.70113619724466
157,-358.8105237715255,-156.76995303984629,32,19.39885413429401
158,-78.01976285194927,-156.86948469583623,32,12.089507530800471
159,-28.414399237505393,-154.34152295391377,32,18.228634742953115
160,-340.7320936836094,-156.04068879775653,32,20.867729865064597
161,-103.7674838702119,-156.33172965614804,32,13.418769162591264
162,-57.38267592159789,-151.84118377356899,32,17.9232747484368
163,-89.8478731305752,-150.03765795419588,32,9.980454101013374
164,-104.9479090823959,-151.00904326014523,32,16.351337369091613
165,9.50391571908834,-146.37031891587924,32,15.335632755303013
166,-197.83088082666845,-149.51383126251616,32,12.968980476885294
167,-21.25821612142174,-144.93387289100588,32,11.788166094683515
168,-258.8064311426837,-147.62465165653683,32,10.922466039378374
169,-30.310635211041458,-142.02399825140827,32,12.24074906559821
170,-77.33638115922338,-142.12825487798017,32,18.344308224486035
171,-87.21756660970132,-143.35461151411903,32,21.591469962540007
172,-213.27834698862137,-143.28621654952178,32,11.970760507812225
173,-34.67039379729137,-143.37564321455264,32,13.212751029753594
174,-71.28537783739709,-142.80312274129648,32,15.587351271954672
175,-77.12201417302086,-138.98952272539316,32,15.80141774982638
176,-243.98881549218592,-144.22417891671685,32,17.691676215798925
177,-101.9046147675613,-142.54831131998333,32,13.691491793266685
178,-48.6478731836733,-142.24837266973628,32,12.305161676150064
179,-28.309647414178542,-137.47519750723578,32,44.23750075385869
180,-75.925810466749,-136.46233394124113,32,17.03027157025627
181,-256.9699188241729,-140.21771954889033,32,29.76825854108811
182,-42.05391163598493,-139.97585838917905,32,16.744962513922346
183,-108.51268717482027,-136.79153923025623,32,14.28424444755026
184,-116.75814745269565,-132.4530073883524,32,25.32170515216388
185,-48.62187493524715,-131.5427840885975,32,35.784798852502746
186,-40.22676209876278,-127.83392380165091,32,27.889672080371795
187,-45.887144547926425,-125.94213211337087,32,8.04855953867583
188,-204.47501411515526,-128.53887148789406,32,35.710174492188564
189,-147.6926261645535,-129.06985320547753,32,19.240081419052522
190,-395.20223800513264,-132.8592173696443,32,42.9701936714298
191,-61.55047045281704,-129.97142197271822,32,11.579358990807167
192,-306.9828153418573,-132.67156531665367,32,70.49328143060642
193,-197.8752694729237,-133.923728237914,32,24.684979521559935
194,-113.56411370500636,-131.3999221621053,32,29.961438563677284
195,-348.987124242279,-137.67301498717336,32,23.89258802933862
196,-304.33170344924054,-137.24996907777563,32,22.073541429042194
197,-293.0437903587498,-140.96457000102023,32,18.937619489036578
198,-61.185965894973535,-139.18466491535864,32,17.247667283150623
199,-228.53106764890518,-137.9165542807942,32,21.11267155582402
200,-125.51770699732657,-140.27485676284084,32,24.289828358700564
201,-215.89676078430801,-142.05104555741502,32,66.21927487527984
202,-425.8489820613296,-148.8482626629446,32,30.34814614656703
203,-279.94244524944463,-153.6067630143681,32,16.61180777638971
204,-27.792172088526925,-148.8251100064057,32,20.374106308990186
205,-338.73837330805225,-152.99438794674396,32,23.010724107347947
206,-137.11043543982916,-151.87222664943445,32,33.27707492082842
207,-10.531777076757962,-144.90665171553908,32,16.52555022897696
208,-74.64171461417595,-144.8390907507836,32,7.207427276584791
209,13.965727606136852,-143.99148821391077,32,7.008454111904706
210,-331.7798186479374,-143.81244271319736,32,13.175839192511495
211,-83.15496473881859,-143.40019233056947,32,31.89025564545568
212,-64.46651993408504,-143.54186921081921,32,16.991594344243644
213,-148.79766837098956,-144.7208651156275,32,16.60084015650078
214,-44.24676619398649,-143.50684225785932,32,26.890937353493573
215,-78.05531458995846,-145.25802686404026,32,24.148982910883664
216,-118.23043096677381,-143.66601786684237,32,26.221559786440185
217,-58.518091413715894,-144.41121537268825,32,11.39144058247312
218,-237.44409778533947,-143.98396870554137,32,28.101021096251102
219,-60.28876713543886,-144.5835313440293,32,24.619724873457585
220,-52.40155435670006,-144.08483480797887,32,28.292852080216985
221,-60.76432677662237,-143.55577001131726,32,11.956439005153966
222,-2.473319411494174,-139.3396694597747,32,18.63309502839046
223,-76.02305965500256,-140.16672277692894,32,35.48221797388667
224,-59.937341016293864,-139.93976204050688,32,16.675188551656873
225,-59.37790137640761,-139.5848797845746,32,16.00691928921971
226,-184.89274378237462,-138.40295835037838,32,40.652295491648445
227,26.75614031950451,-135.82974324863707,32,10.323367222050067
228,-112.365376116934,-137.1040933073023,32,36.76354280066217
229,-15.211364340889148,-136.84212764583648,32,32.45552882767794
230,-119.14071335500262,-137.70642570360155,32,27.813629107334677
231,-80.23593807372252,-134.17174608859256,32,14.196076758102354
232,-16.94757505483109,-133.6696193569695,32,13.43595132191938
233,-64.34725465475123,-132.7863107065681,32,24.706884257447623
234,-55.55960072237147,-131.5623397719616,32,11.329521921094281
235,3.574510877855346,-130.51841205569954,32,17.185560624978127
236,-215.32605894199787,-134.02039799256426,32,41.251076093595366
237,-60.99881645809075,-134.32263143076756,32,36.06553905871029
238,-156.91637793780103,-133.37145870722046,32,23.33815536842878
239,-22.058711473654796,-130.85878041340249,32,21.602292100702574
240,-29.477109949585696,-123.54427785229154,32,14.146565513651632
241,-77.01939769983503,-123.85365639723193,32,25.506460286762266
242,-54.59341292001899,-118.80586834879514,32,22.56053544758891
243,-47.347232790049276,-115.79530761513766,32,17.89158306576257
244,-42.659787862522464,-114.37722109828799,32,28.213834490173003
245,-58.919527346090334,-108.57586916036422,32,16.14803813959582
246,4.620245053551855,-102.39683019030835,32,28.357572280085094
247,-29.050636039501043,-97.1169671039234,32,10.557887302991864
248,-14.929690353098806,-96.1918415930859,32,16.19032987385125
249,44.140349468842885,-90.73841325073091,32,17.003507091535297
250,-83.9617583391805,-89.907294277568,32,17.177240876557182
251,-216.74740567140014,-89.92430717530983,32,29.784338287351204
252,-136.13521573130885,-84.13003184870942,32,31.50199326832164
253,-23.357987753324934,-78.99834269878704,32,29.902801625237885
254,-98.9672197705279,-80.42184365242707,32,28.32449237107227
255,-221.92751763616954,-78.0856265389894,32,29.070211034323993
256,-83.23904008915041,-77.00819863197583,32,14.23747369744954
257,-35.056225216069464,-77.49868759476207,32,28.637119138555956
258,-16.446283140409676,-76.33477896528674,32,27.51861304927241
259,-37.717040800902566,-77.36843433342752,32,20.786055447494807
260,-226.85576523501624,-75.2699532651691,32,30.88333197479589
261,12.15673793700536,-73.36371921165264,32,20.903097797088673
262,-77.60969270391979,-73.62658266704932,32,23.83930035213269
263,-9.249320892531287,-70.83561571748015,32,35.479093575741004
264,-280.9978286371157,-75.57063696634273,32,19.502513320164425
265,-73.22160669870564,-75.47396280851768,32,25.60516030019205
266,56.94401942139935,-71.97047380075422,32,36.34799270517361
267,-125.59259205841715,-73.31196381364825,32,18.44894345670923
268,-22.19182514270925,-69.00691836079564,32,18.986918808446013
269,-85.68000837171243,-69.51474318552111,32,37.292929063961346
270,-185.4471255428708,-72.17565460924452,32,27.92827171199028
271,50.825518550035184,-69.94385770271137,32,23.890605819864685
272,-155.44545269191624,-73.00330036831981,32,18.934244393138012
273,-47.50664629573009,-72.43297210113437,32,19.409957036510708
274,25.665628232339586,-70.7209127161617,32,29.37510968223161
275,-259.7515589032546,-74.72838586669863,32,55.804923947910645
276,43.77297807882235,-70.1550714294747,32,76.12330799272885
277,-48.56959748239454,-71.66158618551268,32,32.392283266001265
278,-62.31272374433484,-70.6605331380607,32,41.345431837942094
279,-27.293657887950815,-70.90217900900194,32,13.306484640255219
280,-205.55223853081955,-72.63040951251827,32,40.22363041730613
281,-83.13708851972646,-72.68843252143836,32,17.40307759468722
282,-163.75748032077968,-75.62463062675732,32,21.21452315281451
283,-33.056709367781295,-74.99881972101792,32,43.313516809301326
284,-46.42764036557462,-74.81618051388197,32,24.56369782659433
285,-121.58176984204059,-77.31930612827989,32,22.083113258304433
286,-27.951297334050153,-73.57181089612094,32,23.960391400304495
287,-40.37940689757548,-73.15942270491064,32,25.53119142442233
288,-19.173178372396904,-70.40455871360254,32,17.23762274123845
289,-68.53015430364911,-71.33398757020244,32,19.242262452703155
290,-15.74635450904853,-71.05937246139169,32,10.810650753010142
291,-29.784048968746205,-70.11466548676992,32,18.845711055758326
292,-44.30125795590513,-69.90882238748763,32,55.11480672940392
293,-58.83646732778426,-70.13860707824234,32,10.440691290555284
294,-46.13435818535122,-70.20809848469892,32,23.42473637738386
295,-18.65898343228885,-69.4028876064229,32,38.39484368468249
296,27.745162567118783,-68.94038925615156,32,47.47315369022624
297,-72.3635292034818,-69.80664711943118,32,23.68551611547071
298,-279.0858522660478,-75.08977035769016,32,33.168084281768664
299,-35.38482149118492,-76.68027377689071,32,42.34390512288872
300,-29.01455458508336,-75.58132970180877,32,27.349890831309025
301,-0.6258964421437838,-71.25889951722364,32,17.417877448723164
302,8.595064143479984,-68.36429391972786,32,82.41898804255317
303,-4.48663732263077,-67.98686691111398,32,15.838278858187733
304,-12.922687459612959,-66.26597626489568,32,32.86184214848592
305,-95.74689262463404,-63.74236376466497,32,39.41195843248902
306,-24.281919884102763,-62.56322136056402,32,45.85573627517445
307,-244.44842535015852,-66.7510653632458,32,37.31162359354369
308,-167.22104868744145,-69.76656067418644,32,29.060298283369182
309,48.546850173849435,-68.04128285469139,32,21.031963747766994
310,-247.7372164320422,-68.45891187863191,32,78.67811874253591
311,-204.0179585153811,-72.78240580767964,32,33.35245378958538
312,-307.8085409769948,-77.38638277314114,32,60.6867892963723
313,-231.1164755583144,-81.8237258664568,32,32.95785844570283
314,-92.88989951824455,-78.06156728407939,32,27.42941771765539
315,-268.5036643195892,-81.96720843649706,32,15.143896275503353
316,-373.4513225953821,-90.57511527683269,32,108.66236507642053
317,-82.74869403157908,-89.71823731629593,32,39.913700153044616
318,-6.107821909143198,-89.3965572516246,32,52.29746236730789
319,-79.48193408919313,-89.2725957659742,32,46.279578851511914
320,15.755623655939857,-85.248540781998,32,19.494806984087575
321,-106.81842808272806,-88.40141971465327,32,39.21558688334714
322,22.012331049720757,-84.85226403982051,32,11.416677080718662
323,-54.462934251992195,-84.99138979894575,32,29.228838051671477
324,20.539600194453012,-85.0939103597035,32,69.87852310459347
325,31.541114372462914,-79.26805689418914,32,16.16650405827552
326,19.383904770469897,-79.7558383603562,32,19.371624905986916
327,5.510865871203137,-78.67422909328424,32,24.85504595149251
328,-35.971819446243344,-78.14741100732242,32,28.911584139276492
329,-20.055456326967317,-78.00264697610275,32,14.260435916105909
330,-2.5978931705570005,-73.9435600688975,32,22.839388495779154
331,50.86290065936086,-71.26356028531575,32,24.57312541640899
332,-23.15771120015873,-68.45156490290333,32,19.055781089981465
333,14.419575121885032,-67.50203921311,32,10.371911586441549
334,-6.364441996874078,-66.700775245736,32,25.82928242735489
335,-22.102286956092442,-64.71118558801703,32,48.19961284815189
336,-58.87237795696908,-65.32960720047541,32,25.21818248905073
337,17.881365349761964,-64.16439175552867,32,20.14620227268324
338,-65.39113042106138,-65.08875079650196,32,31.011350314658948
339,-16.868887843768903,-64.05552546730434,32,23.906621742210454
340,34.23226986413407,-63.05595297984068,32,27.35783531089996
341,-11.980984914713844,-62.69989169876004,32,15.922330928142843
342,-149.18690455892866,-64.7976046308205,32,24.26618060818132
343,-24.629533627998654,-64.1134659568248,32,26.98481134058085
344,6.321465793039817,-63.064349477256975,32,51.89889256093869
345,12.357339259252157,-62.44402302342616,32,12.342599913029954
346,37.42211343766485,-62.25048400601524,32,29.80379303368925
347,7.4276215523672136,-60.65466099089826,32,19.34370587447739
348,-30.461149626469833,-55.68216693810668,32,35.24413220387183
349,-18.17823134911906,-55.33803513526537,32,22.016707396271403
350,-6.17974084903625,-54.88133886054444,32,13.151776464620614
351,-15.951931311920973,-55.18785955793997,32,15.217465402078902
352,-1.9619981279817864,-55.399000803369205,32,20.491741238812935
353,37.35329237545457,-54.5622022094075,32,28.968923339906016
354,-4.944397960432777,-54.40263641942391,32,61.057676587265014
355,-24.66828918660954,-52.98106435066342,32,27.540988411834547
356,-13.02331831117786,-52.755892319204925,32,25.890099024096052
357,-1.279700179069991,-47.89251781578315,32,22.25619797904794
358,18.635827533053643,-44.17538029137325,32,22.856712463490148
359,-4.687472442022582,-45.2400667436907,32,28.87829739434523
360,-122.3571363184225,-42.732465141418295,32,32.038972811728705
361,-213.93649242158216,-42.93083581954232,32,30.442750137533146
362,-11.717485460401505,-37.00901470921045,32,54.62794259520685
363,31.956068509350644,-31.74756382785715,32,12.083435680037311
364,36.99098743821,-29.149946088728058,32,30.44772206644943
365,-107.31343335842139,-25.9261414695047,32,36.74601288759847
366,50.74077154623842,-17.44229958667229,32,29.269075148928135
367,-13.165230138365303,-16.050630308808014,32,38.36970034916192
368,-163.8727076197799,-19.20592802302075,32,35.951138451782214
